geno	CH65_i_MI_neg_a	CH65_i_MI_pos_a	CH65_i_MI_neg_b	CH65_i_MI_pos_b	CH65_i_MI_neg_c	CH65_i_MI_pos_c	CH65_i_SI_G189D_neg_a	CH65_i_SI_G189D_pos_a	CH65_i_SI_G189D_neg_b	CH65_i_SI_G189D_pos_b	CH65_i_SI_G189D_neg_c	CH65_i_SI_G189D_pos_c	CH65_i_unsorted
0000000110011010	958	5	837	18	630	17	131	1	163	2	164	2	94
0000000110011011	1014	2	887	14	685	19	206	1	155	3	146	4	145
0000000110011100	962	8	844	12	588	13	131	1	197	0	171	1	102
0000000110011101	903	5	761	14	482	22	122	2	162	1	154	3	98
0000000110011110	1029	7	787	19	580	8	130	1	189	0	175	2	113
0000000110011111	1006	9	862	20	703	12	178	1	195	0	171	4	96
0000000110100000	1346	10	1056	21	835	15	192	2	210	11	172	9	195
0000000110100001	1079	12	966	3	589	20	131	9	200	15	127	9	105
0000000110100010	1172	7	1013	18	690	9	142	9	182	10	142	5	119
0000000110100011	1204	10	1051	8	815	19	189	17	138	18	106	23	120
0000000110100100	1157	10	892	8	611	11	116	8	176	11	148	10	98
0000000110100101	1181	8	963	11	710	20	156	6	176	9	153	16	127
0000000110100110	1201	8	1040	7	634	18	188	8	202	8	166	9	107
0000000110100111	1194	13	1098	21	843	30	137	16	156	26	129	17	133
0000000110101000	912	6	682	10	462	13	106	6	154	6	123	7	79
0000000110101001	914	9	732	27	395	9	83	5	148	12	138	7	65
0000000110101010	1117	7	848	19	544	17	117	6	171	12	145	12	100
0000000110101011	1225	9	1019	17	656	12	85	18	149	19	119	20	108
0000000110101100	1026	6	851	8	692	14	126	7	146	10	145	6	124
0000000110101101	895	9	785	13	640	10	147	8	140	8	96	12	103
0000000110101110	1135	8	973	5	724	11	222	8	177	12	165	8	119
0000000110101111	1112	8	1000	24	776	14	106	13	161	20	113	10	109
0000000110110000	1268	9	960	22	699	24	177	10	153	18	125	9	140
0000000110110001	1122	13	944	8	456	6	98	15	154	18	116	10	74
0000000110110010	1195	7	898	21	670	19	117	7	174	10	143	14	105
0000000110110011	1304	16	988	28	897	18	168	22	146	33	125	35	113
0000000110110100	1093	10	870	9	912	14	206	8	145	11	144	17	143
0000000110110101	1206	7	1050	3	807	30	126	11	177	19	141	19	108
0000000110110110	1200	3	1009	7	640	24	145	6	173	11	164	16	138
0000000110110111	1187	11	1077	20	663	17	141	18	150	23	122	12	79
0000000110111000	827	5	675	14	446	7	89	8	115	7	122	5	76
0000000110111001	956	3	738	7	434	19	53	5	127	13	117	14	67
0000000110111010	1032	5	816	14	654	18	152	6	161	10	122	11	112
0000000110111011	1164	15	983	11	743	21	153	17	112	22	106	19	128
0000000110111100	1058	6	811	13	442	17	103	7	118	17	120	8	74
0000000110111101	930	6	824	5	427	15	106	14	139	18	113	11	94
0000000110111110	1072	13	915	16	611	17	123	9	147	9	109	14	140
0000000110111111	1150	12	897	16	474	16	77	17	137	28	105	14	86
0000000111000000	685	1	548	1	447	14	105	1	101	1	97	4	59
0000000111000001	615	5	414	14	472	7	93	0	95	1	103	1	50
0000000111000010	777	4	581	4	329	12	79	3	171	1	115	1	63
0000000111000011	736	6	533	3	547	15	161	1	147	1	88	3	121
0000000111000100	586	8	508	6	284	8	65	2	122	1	88	1	63
0000000111000101	775	5	567	7	351	16	100	0	153	1	111	1	73
0000000111000110	614	3	483	14	322	7	95	0	118	0	90	1	65
0000000111000111	716	5	529	8	579	8	121	2	134	4	86	0	100
0000000111001000	457	7	356	5	317	6	124	1	100	0	91	3	60
0000000111001001	528	8	414	4	285	15	54	1	108	0	89	3	52
0000000111001010	646	7	493	16	492	11	96	0	128	0	109	11	78
0000000111001011	671	4	562	4	458	12	79	5	117	0	104	6	73
0000000111001100	584	2	434	5	278	12	76	1	104	0	109	3	37
0000000111001101	522	1	460	2	379	7	74	0	100	2	95	5	77
0000000111001110	610	5	493	13	418	5	79	0	148	0	94	1	83
0000000111001111	674	6	507	4	533	12	92	2	136	4	125	2	49
0000000111010000	652	1	481	9	418	9	94	1	102	0	102	0	53
0000000111010001	566	10	462	12	493	7	81	2	107	2	102	7	96
0000000111010010	690	5	564	3	304	10	114	2	134	0	89	3	70
0000000111010011	654	6	528	15	345	8	84	0	117	1	105	8	56
0000000111010100	562	3	400	6	357	9	76	0	124	0	97	0	65
0000000111010101	608	7	482	10	413	10	91	1	98	0	76	2	102
0000000111010110	620	5	503	5	365	3	71	2	122	0	93	1	67
0000000111010111	544	3	451	8	347	6	58	2	89	0	71	3	60
0000000111011000	444	4	321	6	225	3	60	0	82	0	69	1	52
0000000111011001	435	4	406	94	486	9	59	0	107	0	93	2	69
0000000111011010	620	3	399	10	428	2	128	1	105	1	82	1	55
0000000111011011	559	3	483	18	371	5	121	2	90	2	82	6	85
0000000111011100	524	1	437	2	312	14	66	1	110	0	79	1	61
0000000111011101	526	3	459	3	472	10	104	2	91	0	87	2	83
0000000111011110	642	3	454	3	304	6	54	1	109	1	95	0	59
0000000111011111	553	5	461	4	325	9	64	1	92	3	94	4	66
0000000111100000	531	6	418	5	449	14	84	1	56	12	49	30	65
0000000111100001	548	3	441	18	383	10	44	7	61	8	51	41	79
0000000111100010	649	4	484	36	457	12	63	11	71	8	39	39	84
0000000111100011	609	7	448	7	415	13	27	9	45	16	29	39	47
0000000111100100	532	1	427	35	729	23	115	6	76	7	60	13	130
0000000111100101	586	5	425	5	260	8	33	10	58	15	47	24	38
0000000111100110	644	8	513	6	364	9	45	7	57	11	47	17	64
0000000111100111	568	4	440	6	292	8	13	13	35	21	23	37	52
0000000111101000	455	3	300	16	284	1	99	3	52	5	43	3	72
0000000111101001	416	3	352	4	188	15	26	11	45	5	34	11	30
0000000111101010	461	6	361	3	355	7	76	4	63	10	41	26	36
0000000111101011	546	2	441	20	272	4	14	11	52	15	25	39	49
0000000111101100	402	2	334	1	182	6	24	5	58	9	61	9	41
0000000111101101	493	10	374	7	264	7	41	5	37	15	34	21	60
0000000111101110	560	5	399	3	238	9	37	7	77	10	47	5	36
0000000111101111	631	5	529	14	337	12	29	11	41	20	41	33	63
0000000111110000	598	3	450	52	454	7	60	10	59	14	49	22	114
0000000111110001	515	5	414	5	324	9	40	9	54	16	38	51	65
0000000111110010	625	2	394	18	358	6	51	11	66	8	34	14	56
0000000111110011	563	5	489	22	364	3	29	19	28	21	23	57	83
0000000111110100	523	4	465	4	427	9	55	7	53	16	55	39	52
0000000111110101	518	4	468	11	438	12	50	10	52	15	27	55	65
0000000111110110	544	6	391	5	317	11	28	6	52	18	40	22	44
0000000111110111	682	6	457	23	552	15	18	24	31	24	23	87	116
0000000111111000	432	3	345	16	267	6	46	4	57	6	47	28	50
0000000111111001	413	2	294	2	144	6	22	7	27	7	27	11	45
0000000111111010	537	4	398	3	176	3	32	5	57	7	41	12	28
0000000111111011	537	5	410	15	326	6	24	11	31	19	29	53	63
0000000111111100	564	2	425	5	350	3	74	5	55	12	51	27	50
0000000111111101	445	4	317	3	210	6	19	5	42	10	26	21	51
0000000111111110	615	3	405	2	230	4	38	6	62	9	23	16	46
0000000111111111	512	4	459	7	221	7	16	9	43	23	30	23	41
0000001000000000	642	6	553	6	260	6	75	0	119	1	90	1	54
0000001000000001	598	9	472	4	328	10	107	2	104	1	87	1	47
0000001000000010	614	5	476	12	247	4	51	0	117	0	91	2	48
0000001000000011	734	2	551	3	274	5	73	2	105	5	98	5	39
0000001000000100	594	8	492	6	302	5	126	4	108	2	102	2	79
0000001000000101	606	4	411	4	252	8	90	4	115	3	85	1	60
0000001000000110	613	4	527	6	276	9	104	1	125	0	87	2	61
0000001000000111	707	4	547	14	364	13	109	4	106	2	100	5	54
0000001000001000	449	1	345	1	155	6	48	0	62	1	77	0	32
0000001000001001	503	4	325	3	141	5	43	1	84	6	66	0	22
0000001000001010	676	6	482	11	264	12	46	0	107	3	96	3	49
0000001000001011	611	6	520	24	286	7	74	4	102	4	102	3	41
0000001000001100	590	1	473	1	245	7	66	1	119	5	72	3	51
0000001000001101	503	3	401	2	226	9	73	4	82	7	60	3	54
0000001000001110	687	5	502	5	436	7	150	1	117	3	115	0	73
0000001000001111	679	6	525	4	298	13	64	4	106	3	79	4	46
0000001000010000	589	6	494	13	432	12	139	3	111	4	95	4	75
0000001000010001	525	3	398	16	234	5	59	1	90	1	82	3	59
0000001000010010	573	1	376	5	239	9	68	1	99	1	87	0	41
0000001000010011	578	4	445	5	272	7	65	2	76	5	72	4	45
0000001000010100	515	4	379	8	259	7	75	2	83	0	73	2	50
0000001000010101	564	5	428	6	308	9	74	2	101	5	83	6	48
0000001000010110	602	4	417	4	298	7	132	1	112	3	80	2	59
0000001000010111	502	9	375	3	204	13	45	2	79	0	74	2	51
0000001000011000	327	2	295	10	224	3	60	0	92	0	51	0	29
0000001000011001	393	3	277	4	120	8	53	2	73	3	57	0	30
0000001000011010	481	0	357	0	219	8	65	2	93	1	74	2	32
0000001000011011	553	8	385	3	249	6	83	4	81	3	58	1	31
0000001000011100	462	3	394	2	189	4	52	1	84	3	73	2	37
0000001000011101	408	5	346	15	190	8	54	1	66	2	54	5	52
0000001000011110	581	8	465	4	210	7	75	3	99	2	86	2	55
0000001000011111	525	4	380	6	281	5	98	7	61	5	68	7	41
0000001000100000	551	2	394	6	223	10	63	0	65	1	56	3	52
0000001000100001	519	7	452	8	298	5	71	2	84	2	66	4	69
0000001000100010	572	4	446	6	218	10	86	1	114	7	64	4	28
0000001000100011	526	8	456	7	222	8	59	5	86	8	74	4	51
0000001000100100	417	5	425	2	261	8	76	5	79	3	70	6	54
0000001000100101	554	6	497	37	227	8	53	5	63	3	65	7	56
0000001000100110	521	4	406	2	225	7	50	6	67	4	78	5	35
0000001000100111	525	5	433	3	376	3	63	10	55	7	71	6	30
0000001000101000	354	2	242	3	177	4	37	1	54	5	57	1	60
0000001000101001	392	6	300	3	231	7	58	6	68	2	65	1	46
0000001000101010	460	1	388	3	167	5	51	2	72	4	61	7	38
0000001000101011	518	9	366	2	252	12	79	6	43	8	47	1	41
0000001000101100	399	4	332	1	173	11	62	7	58	0	61	7	26
0000001000101101	329	4	326	3	155	8	33	3	56	6	39	2	31
0000001000101110	498	3	367	3	285	9	70	0	97	3	58	4	51
0000001000101111	572	5	411	3	338	7	84	1	71	13	65	6	61
0000001000110000	519	2	385	13	340	3	79	4	78	8	59	4	71
0000001000110001	498	5	364	7	441	9	149	7	49	6	56	6	68
0000001000110010	584	4	454	1	201	7	113	7	94	2	70	6	53
0000001000110011	547	4	459	6	255	6	25	7	71	16	53	2	41
0000001000110100	531	0	359	1	229	7	61	8	74	3	68	6	31
0000001000110101	533	2	348	1	294	3	107	6	72	9	64	8	51
0000001000110110	520	8	368	1	225	7	71	6	68	3	72	3	35
0000001000110111	452	5	368	14	494	5	104	9	52	11	42	7	90
0000001000111000	303	2	188	6	105	4	38	1	53	4	28	4	25
0000001000111001	372	2	270	3	122	9	26	3	52	10	44	2	28
0000001000111010	422	2	302	5	172	5	56	4	57	4	60	5	20
0000001000111011	411	5	328	11	266	8	61	7	44	13	34	4	33
0000001000111100	394	3	287	3	136	5	37	6	54	6	46	2	29
0000001000111101	450	4	331	2	200	2	88	6	60	5	44	7	41
0000001000111110	459	3	362	10	174	13	40	2	57	5	60	4	23
0000001000111111	531	5	447	3	243	7	65	4	67	10	53	9	54
0000001001000000	736	7	533	6	507	4	102	0	133	1	90	2	80
0000001001000001	658	2	552	2	274	9	63	1	127	0	97	3	57
0000001001000010	714	4	511	2	426	2	139	1	134	1	101	3	69
0000001001000011	792	3	580	2	391	16	95	2	136	3	108	4	58
0000001001000100	675	7	510	8	496	4	137	0	134	0	110	2	70
0000001001000101	661	5	489	1	402	6	118	0	146	2	108	2	73
0000001001000110	723	3	580	3	210	4	72	0	129	0	100	1	63
0000001001000111	707	6	540	6	365	3	67	2	119	2	75	0	50
0000001001001000	484	2	448	15	340	8	62	0	119	0	66	2	66
0000001001001001	666	3	404	1	215	5	56	2	129	1	86	0	38
0000001001001010	656	4	475	6	383	8	114	1	122	0	98	0	54
0000001001001011	669	5	523	18	418	10	119	1	122	3	115	6	87
0000001001001100	610	5	431	3	311	6	118	1	117	1	94	1	51
0000001001001101	587	4	499	2	312	10	101	0	114	1	103	1	57
0000001001001110	739	6	498	5	371	8	87	1	151	1	106	1	83
0000001001001111	751	4	546	11	417	11	130	5	127	6	114	3	81
0000001001010000	622	8	505	5	274	3	67	2	128	3	91	2	39
0000001001010001	560	3	398	8	391	6	64	2	100	1	88	3	79
0000001001010010	625	5	455	4	220	12	71	0	119	0	104	0	44
0000001001010011	690	7	513	5	317	14	103	3	98	4	85	4	50
0000001001010100	620	0	432	3	369	2	130	1	111	0	77	1	61
0000001001010101	670	7	490	3	276	5	115	1	120	2	106	1	50
0000001001010110	604	5	462	8	330	7	105	2	111	2	93	2	55
0000001001010111	584	7	532	0	227	12	45	1	105	9	80	2	37
0000001001011000	471	2	344	3	296	3	76	1	85	1	61	3	43
0000001001011001	497	2	352	4	274	9	72	1	78	5	56	6	41
0000001001011010	547	0	416	5	271	1	98	0	95	2	75	1	29
0000001001011011	576	4	453	2	301	9	78	6	87	3	77	5	67
0000001001011100	511	1	387	4	250	4	74	3	104	2	72	3	47
0000001001011101	462	4	399	0	151	7	55	1	69	3	63	2	32
0000001001011110	577	2	446	3	279	3	91	2	120	2	73	1	41
0000001001011111	557	4	421	1	281	11	85	8	102	0	71	1	96
0000001001100000	579	5	402	2	193	5	60	3	79	9	79	10	51
0000001001100001	671	4	420	2	249	5	72	6	81	5	47	7	72
0000001001100010	598	4	452	0	339	4	88	9	105	9	77	4	51
0000001001100011	693	5	423	10	365	7	55	9	67	22	46	10	56
0000001001100100	548	3	418	5	313	12	116	6	81	6	73	3	81
0000001001100101	573	6	460	0	296	16	132	9	73	6	74	4	70
0000001001100110	571	1	403	4	244	4	72	8	87	8	66	4	33
0000001001100111	630	3	448	5	352	4	92	11	57	17	50	5	68
0000001001101000	461	6	307	1	207	3	55	2	81	3	58	7	40
0000001001101001	481	4	369	3	154	2	54	6	58	7	56	9	47
0000001001101010	488	4	392	3	291	3	65	4	68	7	50	5	73
0000001001101011	520	8	439	4	310	6	74	3	52	18	42	13	52
0000001001101100	531	4	404	4	325	4	99	3	84	5	66	3	48
0000001001101101	451	3	373	3	173	5	69	8	80	5	61	2	32
0000001001101110	570	2	413	5	309	12	92	8	81	7	60	6	71
0000001001101111	598	6	437	1	288	8	70	15	62	8	44	5	45
0000001001110000	552	4	402	1	234	9	62	8	74	7	58	9	38
0000001001110001	516	4	393	19	301	8	120	5	66	10	47	17	45
0000001001110010	585	3	459	3	370	11	60	8	77	7	74	4	51
0000001001110011	648	1	503	3	357	4	66	18	50	22	41	17	56
0000001001110100	560	2	399	3	304	10	59	5	85	8	55	10	46
0000001001110101	540	7	431	6	281	6	48	16	61	13	63	10	56
0000001001110110	559	5	451	4	375	5	94	2	78	9	59	3	61
0000001001110111	615	1	438	10	258	11	54	8	58	22	43	9	20
0000001001111000	367	5	310	6	140	2	45	5	55	11	30	4	30
0000001001111001	499	5	355	3	249	4	67	11	58	8	45	6	68
0000001001111010	529	0	370	10	217	5	81	8	55	9	55	8	51
0000001001111011	518	3	412	3	189	6	55	8	57	19	36	8	32
0000001001111100	504	4	392	5	228	8	50	9	69	10	45	7	41
0000001001111101	541	2	363	3	246	4	66	15	38	11	34	6	43
0000001001111110	564	6	385	3	189	3	41	3	69	9	62	4	36
0000001001111111	558	2	401	3	298	9	46	10	43	18	37	6	40
0000001010000000	788	1	523	10	427	12	165	1	140	5	108	1	88
0000001010000001	674	3	558	3	336	7	156	3	107	5	83	2	75
0000001010000010	733	5	518	5	351	3	112	1	137	0	110	1	46
0000001010000011	856	1	627	20	557	8	123	4	107	3	113	6	89
0000001010000100	695	7	563	18	351	12	81	0	140	4	122	0	64
0000001010000101	750	8	579	7	277	12	69	3	122	1	90	3	50
0000001010000110	696	2	499	8	407	5	131	2	118	5	87	0	82
0000001010000111	736	7	543	5	304	10	76	1	112	5	93	5	56
0000001010001000	484	1	417	5	369	1	109	1	103	2	98	0	58
0000001010001001	546	4	423	5	276	8	95	3	98	1	71	2	33
0000001010001010	614	2	446	10	250	7	92	2	107	0	93	1	43
0000001010001011	716	10	570	14	290	11	72	0	113	2	91	2	66
0000001010001100	622	6	478	23	420	8	222	3	107	2	103	7	120
0000001010001101	512	4	366	5	276	9	51	4	77	6	74	4	46
0000001010001110	643	5	536	4	300	7	111	0	112	2	94	2	71
0000001010001111	715	2	490	26	274	10	88	5	138	3	116	3	50
0000001010010000	725	6	578	3	315	17	110	0	125	2	106	6	61
0000001010010001	572	4	489	2	287	15	71	6	107	4	89	1	52
0000001010010010	614	4	488	4	235	6	80	0	132	1	104	1	50
0000001010010011	722	2	557	4	309	13	58	1	101	3	97	5	34
0000001010010100	637	6	439	5	252	7	69	1	120	4	97	2	28
0000001010010101	591	6	551	14	428	9	161	3	123	5	85	7	80
0000001010010110	623	3	481	25	345	7	155	2	136	0	108	6	94
0000001010010111	638	3	539	6	343	14	88	1	102	6	79	1	45
0000001010011000	442	4	334	4	218	5	62	2	80	1	70	2	51
0000001010011001	478	5	363	9	267	9	63	4	85	4	62	7	66
0000001010011010	603	3	422	6	473	6	123	0	118	1	107	0	83
0000001010011011	633	4	518	11	313	13	96	0	101	2	73	8	43
0000001010011100	513	4	404	4	260	7	110	3	104	2	89	0	45
0000001010011101	469	1	402	14	366	7	120	1	74	7	86	4	70
0000001010011110	592	7	424	2	414	10	107	0	122	3	89	4	54
0000001010011111	624	5	464	2	271	11	85	4	88	6	78	6	50
0000001010100000	650	7	529	8	356	11	46	5	102	5	82	3	48
0000001010100001	577	6	429	3	258	7	43	5	83	11	65	4	47
0000001010100010	649	1	484	4	310	7	60	1	104	5	76	1	56
0000001010100011	625	5	540	9	391	16	60	4	85	13	72	8	45
0000001010100100	551	2	438	9	255	4	57	3	78	6	76	8	35
0000001010100101	659	7	539	14	432	14	57	7	104	6	80	9	51
0000001010100110	642	7	466	9	355	4	137	3	94	5	79	8	66
0000001010100111	611	7	426	19	232	10	57	6	74	16	57	8	45
0000001010101000	378	6	389	1	222	5	75	2	70	4	53	4	34
0000001010101001	420	4	283	12	201	6	62	5	71	11	53	5	45
0000001010101010	481	2	380	11	225	9	61	2	78	4	67	1	44
0000001010101011	609	4	496	21	292	7	74	11	66	11	69	8	65
0000001010101100	640	3	414	9	277	8	89	2	83	5	62	3	35
0000001010101101	466	8	390	1	220	9	45	7	77	2	71	5	39
0000001010101110	573	1	416	15	270	8	74	1	94	3	68	5	49
0000001010101111	596	7	429	8	264	7	60	7	87	9	50	7	37
0000001010110000	647	3	512	3	394	5	99	10	100	6	78	3	81
0000001010110001	540	7	460	23	363	5	120	7	67	11	61	11	66
0000001010110010	559	2	413	1	293	4	64	3	92	6	73	3	28
0000001010110011	607	7	527	44	290	10	85	4	84	18	68	14	59
0000001010110100	623	5	402	9	238	10	50	4	74	10	66	5	31
0000001010110101	656	8	520	6	257	15	68	6	110	11	67	4	41
0000001010110110	565	3	454	1	200	6	52	5	87	7	72	1	39
0000001010110111	598	8	421	5	236	8	63	9	75	13	56	5	45
0000001010111000	452	0	281	5	317	5	100	2	59	5	46	6	43
0000001010111001	484	5	308	1	161	5	26	7	51	14	53	5	22
0000001010111010	453	2	370	5	327	7	68	2	74	4	58	11	71
0000001010111011	555	6	477	2	228	10	63	7	51	13	25	14	41
0000001010111100	492	6	323	7	380	8	146	4	54	8	67	5	55
0000001010111101	432	9	325	2	234	6	32	6	42	9	51	9	38
0000001010111110	452	3	385	17	324	15	71	2	75	7	60	4	45
0000001010111111	603	10	443	4	188	3	50	2	62	7	71	4	27
0000001011000000	765	2	656	4	337	9	82	1	129	1	111	2	54
0000001011000001	651	6	555	11	305	14	105	3	126	1	98	3	54
0000001011000010	723	3	521	1	444	10	93	2	121	1	128	2	54
0000001011000011	766	6	534	5	295	11	60	7	117	5	88	8	58
0000001011000100	732	4	500	4	303	14	116	5	142	0	95	1	57
0000001011000101	687	5	499	6	452	11	106	4	127	6	100	12	89
0000001011000110	783	5	609	6	577	12	191	0	151	2	124	1	132
0000001011000111	740	6	507	3	258	8	98	4	109	11	94	2	32
0000001011001000	502	3	331	1	309	8	137	0	89	3	73	1	56
0000001011001001	588	2	444	6	188	8	48	3	96	1	81	2	20
0000001011001010	658	1	499	3	232	11	65	0	123	2	75	1	42
0000001011001011	665	3	514	14	305	2	96	5	102	3	96	11	70
0000001011001100	556	3	409	3	318	10	156	2	124	2	107	2	70
0000001011001101	606	3	463	13	231	11	73	5	90	1	109	2	31
0000001011001110	760	1	560	6	332	13	109	2	142	2	99	3	63
0000001011001111	719	7	505	4	340	6	68	3	125	8	84	1	51
0000001011010000	630	6	485	19	484	5	122	2	131	2	90	4	75
0000001011010001	556	4	506	13	278	5	114	3	79	10	72	1	47
0000001011010010	602	5	434	4	280	3	74	1	110	1	101	2	56
0000001011010011	681	10	473	18	389	13	95	9	85	8	78	7	61
0000001011010100	549	3	454	3	225	7	95	1	103	4	79	1	27
0000001011010101	656	6	468	3	286	4	77	2	100	7	91	6	46
0000001011010110	614	3	426	2	199	12	97	3	102	0	105	0	49
0000001011010111	584	2	421	1	237	9	62	3	84	8	59	1	48
0000001011011000	405	4	285	4	136	9	73	1	68	1	68	2	34
0000001011011001	483	3	415	3	242	7	51	2	82	5	92	4	43
0000001011011010	463	2	390	5	390	4	100	0	76	3	63	1	38
0000001011011011	538	3	394	4	334	5	64	6	67	5	70	3	48
0000001011011100	521	3	370	25	369	7	116	2	97	6	69	3	69
0000001011011101	494	4	372	3	206	5	131	2	78	2	58	1	52
0000001011011110	587	2	412	17	221	9	83	0	115	0	80	3	51
0000001011011111	556	7	439	5	340	6	54	5	96	7	89	6	53
0000001011100000	597	2	493	6	279	6	71	12	61	16	36	9	62
0000001011100001	545	5	413	5	197	3	47	11	45	8	29	12	48
0000001011100010	666	5	436	11	414	5	146	5	84	10	58	10	71
0000001011100011	605	4	436	4	417	9	64	13	35	17	26	52	67
0000001011100100	557	4	451	3	166	8	50	12	44	15	36	14	29
0000001011100101	515	3	443	5	327	9	83	11	39	8	36	23	66
0000001011100110	613	5	459	20	420	7	79	8	76	20	50	11	76
0000001011100111	615	7	469	5	425	8	65	16	31	16	29	27	79
0000001011101000	385	3	283	2	269	4	75	10	37	13	30	10	76
0000001011101001	411	5	346	3	171	9	25	11	41	12	28	22	41
0000001011101010	513	6	389	6	325	2	64	6	66	17	29	9	50
0000001011101011	531	7	453	4	469	4	58	18	39	28	31	37	89
0000001011101100	489	3	355	1	214	8	56	6	50	13	43	7	47
0000001011101101	497	1	337	2	174	7	59	10	36	13	19	9	25
0000001011101110	648	4	436	3	221	9	52	9	63	8	39	8	35
0000001011101111	584	5	465	26	247	10	55	18	43	13	22	21	59
0000001011110000	583	6	447	5	447	4	106	8	54	20	43	8	59
0000001011110001	520	3	415	1	217	10	17	18	39	18	23	12	36
0000001011110010	577	4	434	4	309	5	87	10	63	11	61	4	53
0000001011110011	605	1	418	18	395	12	78	12	31	23	24	34	84
0000001011110100	518	1	405	5	223	9	43	9	40	13	32	14	71
0000001011110101	616	2	462	4	289	7	34	14	43	15	36	14	71
0000001011110110	588	1	418	2	184	4	38	7	56	13	52	14	29
0000001011110111	506	8	442	19	221	9	46	19	37	17	25	10	45
0000001011111000	415	3	245	4	196	3	72	3	41	7	33	6	33
0000001011111001	450	3	314	8	188	4	32	14	32	15	19	12	38
0000001011111010	567	5	462	9	299	5	54	13	50	5	44	9	34
0000001011111011	575	4	435	2	198	5	15	13	22	15	23	25	28
0000001011111100	436	3	335	2	250	8	59	9	48	13	35	16	34
0000001011111101	518	3	377	3	272	4	87	10	39	24	23	21	42
0000001011111110	600	0	418	3	239	5	47	12	52	14	24	7	36
0000001011111111	564	4	411	4	365	5	57	13	47	16	27	20	63
0000001100000000	814	4	613	8	465	12	103	3	124	2	104	1	41
0000001100000001	720	2	566	22	417	20	69	5	127	7	83	9	71
0000001100000010	739	10	629	5	521	11	93	2	170	2	106	6	76
0000001100000011	862	17	708	3	686	16	145	7	133	10	88	9	85
0000001100000100	689	10	527	20	364	10	77	2	103	1	77	2	76
0000001100000101	700	4	567	8	319	11	78	4	121	1	122	2	44
0000001100000110	823	1	686	48	654	13	188	1	152	1	132	1	95
0000001100000111	768	7	561	32	547	12	135	4	114	4	93	10	79
0000001100001000	539	4	452	6	321	6	93	1	107	2	90	3	63
0000001100001001	508	4	421	3	323	5	54	0	102	2	81	3	56
0000001100001010	675	3	533	2	388	9	87	1	119	0	80	3	74
0000001100001011	743	10	566	6	349	8	87	7	125	8	98	9	61
0000001100001100	588	9	461	10	476	6	69	1	117	1	108	2	58
0000001100001101	577	5	492	18	341	14	47	1	110	1	90	5	52
0000001100001110	724	6	560	10	316	2	86	3	148	0	98	0	76
0000001100001111	816	3	578	8	489	21	105	6	142	1	94	5	69
0000001100010000	745	4	524	8	471	10	112	0	128	2	115	4	92
0000001100010001	593	7	442	3	283	8	61	0	91	2	73	2	53
0000001100010010	654	3	478	5	359	13	119	0	118	1	110	0	60
0000001100010011	779	7	595	5	579	9	117	8	102	7	84	4	101
0000001100010100	600	5	494	6	395	14	96	1	124	4	92	3	68
0000001100010101	696	6	502	2	349	17	63	1	123	2	90	1	48
0000001100010110	607	3	453	4	248	7	78	2	107	0	103	1	51
0000001100010111	591	4	585	3	456	19	72	3	97	4	93	5	63
0000001100011000	429	1	347	16	332	12	66	0	69	0	77	1	51
0000001100011001	442	3	383	5	221	9	54	1	77	0	81	0	48
0000001100011010	571	3	507	5	475	18	132	0	110	1	102	0	85
0000001100011011	564	12	474	6	380	5	109	1	84	3	70	2	61
0000001100011100	518	5	430	1	367	5	96	1	102	3	78	0	57
0000001100011101	476	2	402	5	219	8	33	2	84	3	63	1	53
0000001100011110	621	6	480	3	412	7	97	0	112	3	80	3	90
0000001100011111	603	7	450	4	274	13	49	8	109	6	78	3	30
0000001100100000	685	7	518	11	436	12	60	12	69	14	47	16	62
0000001100100001	611	4	460	3	284	8	33	14	44	12	41	20	63
0000001100100010	692	6	498	3	394	8	75	11	72	11	59	12	49
0000001100100011	724	7	584	6	305	13	29	17	42	22	32	34	37
0000001100100100	584	4	447	17	340	10	71	12	64	18	34	13	46
0000001100100101	673	5	543	12	354	13	32	7	49	22	52	24	40
0000001100100110	572	4	469	19	389	13	57	11	65	12	56	16	51
0000001100100111	773	8	634	7	280	13	46	21	55	34	34	43	50
0000001100101000	445	5	340	2	286	5	66	6	31	5	36	8	50
0000001100101001	473	5	392	2	216	9	51	10	38	13	33	18	44
0000001100101010	578	8	501	3	359	9	76	10	64	9	59	8	53
