geno,CH65_i_MI_neg_a,CH65_i_MI_pos_a,CH65_i_MI_neg_b,CH65_i_MI_pos_b,CH65_i_MI_neg_c,CH65_i_MI_pos_c,CH65_i_SI_G189D_neg_a,CH65_i_SI_G189D_pos_a,CH65_i_SI_G189D_neg_b,CH65_i_SI_G189D_pos_b,CH65_i_SI_G189D_neg_c,CH65_i_SI_G189D_pos_c,CH65_i_unsorted
0000000110011011,2,614,2,614,2,614,6,592,6,592,6,592,332
0000000110011100,3,357,3,357,3,357,4,387,4,387,4,387,188
0000000110011101,2,289,2,289,2,289,1,414,1,414,1,414,189
0000000110011110,3,296,3,296,3,296,3,438,3,438,3,438,295
0000000110011111,4,564,4,564,4,564,3,566,3,566,3,566,286
0000000110100000,3,91,3,91,3,91,2,163,2,163,2,163,341
0000000110100001,2,180,2,180,2,180,1,172,1,172,1,172,302
0000000110100010,4,514,4,514,4,514,7,269,7,269,7,269,369
0000000110100011,1,605,1,605,1,605,2,448,2,448,2,448,403
0000000110100100,0,195,0,195,0,195,0,174,0,174,0,174,238
0000000110100101,3,204,3,204,3,204,5,183,5,183,5,183,268
0000000110100110,2,345,2,345,2,345,8,308,8,308,8,308,306
0000000110100111,1,574,1,574,1,574,1,425,1,425,1,425,323
0000000110101000,1,82,1,82,1,82,2,128,2,128,2,128,227
0000000110101001,0,211,0,211,0,211,3,176,3,176,3,176,222
0000000110101010,2,223,2,223,2,223,2,246,2,246,2,246,283
0000000110101011,0,421,0,421,0,421,2,323,2,323,2,323,321
0000000110101100,2,145,2,145,2,145,4,120,4,120,4,120,230
0000000110101101,2,137,2,137,2,137,2,166,2,166,2,166,351
0000000110101110,0,298,0,298,0,298,2,244,2,244,2,244,439
0000000110101111,3,357,3,357,3,357,0,320,0,320,0,320,337
0000000110110000,3,292,3,292,3,292,3,336,3,336,3,336,325
0000000110110001,5,362,5,362,5,362,4,345,4,345,4,345,251
0000000110110010,2,372,2,372,2,372,3,332,3,332,3,332,248
0000000110110011,2,551,2,551,2,551,4,553,4,553,4,553,193
0000000110110100,2,397,2,397,2,397,1,307,1,307,1,307,328
0000000110110101,2,366,2,366,2,366,1,348,1,348,1,348,229
0000000110110110,1,396,1,396,1,396,3,420,3,420,3,420,276
0000000110110111,1,517,1,517,1,517,3,555,3,555,3,555,289
0000000110111000,0,185,0,185,0,185,4,199,4,199,4,199,218
0000000110111001,2,250,2,250,2,250,0,306,0,306,0,306,269
0000000110111010,1,394,1,394,1,394,3,330,3,330,3,330,340
0000000110111011,0,415,0,415,0,415,3,446,3,446,3,446,240
0000000110111100,2,157,2,157,2,157,0,253,0,253,0,253,240
0000000110111101,1,348,1,348,1,348,1,278,1,278,1,278,202
0000000110111110,3,390,3,390,3,390,3,397,3,397,3,397,270
0000000110111111,0,331,0,331,0,331,1,537,1,537,1,537,193
0000000111000000,12,78,12,78,12,78,10,108,10,108,10,108,135
0000000111000001,7,176,7,176,7,176,3,126,3,126,3,126,211
0000000111000010,184,174,184,174,184,174,9,193,9,193,9,193,226
0000000111000011,7,317,7,317,7,317,6,286,6,286,6,286,248
0000000111000100,8,123,8,123,8,123,1,108,1,108,1,108,213
0000000111000101,18,141,18,141,18,141,23,149,23,149,23,149,124
0000000111000110,18,253,18,253,18,253,18,176,18,176,18,176,154
0000000111000111,19,320,19,320,19,320,24,268,24,268,24,268,180
0000000111001000,10,149,10,149,10,149,4,65,4,65,4,65,131
0000000111001001,15,96,15,96,15,96,8,78,8,78,8,78,170
0000000111001010,11,101,11,101,11,101,3,147,3,147,3,147,192
0000000111001011,17,166,17,166,17,166,16,239,16,239,16,239,152
0000000111001100,20,137,20,137,20,137,9,71,9,71,9,71,154
0000000111001101,18,118,18,118,18,118,19,96,19,96,19,96,109
0000000111001110,18,91,18,91,18,91,13,126,13,126,13,126,157
0000000111001111,19,190,19,190,19,190,18,204,18,204,18,204,171
0000000111010000,20,158,20,158,20,158,14,213,14,213,14,213,147
0000000111010001,7,284,7,284,7,284,9,227,9,227,9,227,146
0000000111010010,31,269,31,269,31,269,29,260,29,260,29,260,136
0000000111010011,8,407,8,407,8,407,3,417,3,417,3,417,178
0000000111010100,17,120,17,120,17,120,12,175,12,175,12,175,117
0000000111010101,11,199,11,199,11,199,7,267,7,267,7,267,118
0000000111010110,17,212,17,212,17,212,11,259,11,259,11,259,140
0000000111010111,20,171,20,171,20,171,9,309,9,309,9,309,122
0000000111011000,16,153,16,153,16,153,1,115,1,115,1,115,165
0000000111011001,734,159,734,159,734,159,10,210,10,210,10,210,124
0000000111011010,21,290,21,290,21,290,12,221,12,221,12,221,201
0000000111011011,8,407,8,407,8,407,8,225,8,225,8,225,273
0000000111011100,24,189,24,189,24,189,6,156,6,156,6,156,154
0000000111011101,15,275,15,275,15,275,17,187,17,187,17,187,366
0000000111011110,23,239,23,239,23,239,16,217,16,217,16,217,172
0000000111011111,29,179,29,179,29,179,6,267,6,267,6,267,110
0000000111100000,6,123,6,123,6,123,1,57,1,57,1,57,197
0000000111100001,8,155,8,155,8,155,8,51,8,51,8,51,204
0000000111100010,6,100,6,100,6,100,4,121,4,121,4,121,208
0000000111100011,14,141,14,141,14,141,22,204,22,204,22,204,154
0000000111100100,63,68,63,68,63,68,10,64,10,64,10,64,207
0000000111100101,8,86,8,86,8,86,13,75,13,75,13,75,165
0000000111100110,13,204,13,204,13,204,10,127,10,127,10,127,161
0000000111100111,15,109,15,109,15,109,15,191,15,191,15,191,210
0000000111101000,11,46,11,46,11,46,9,39,9,39,9,39,206
0000000111101001,6,21,6,21,6,21,7,50,7,50,7,50,120
0000000111101010,7,41,7,41,7,41,7,77,7,77,7,77,117
0000000111101011,11,110,11,110,11,110,3,127,3,127,3,127,169
0000000111101100,6,48,6,48,6,48,12,38,12,38,12,38,105
0000000111101101,7,48,7,48,7,48,2,74,2,74,2,74,146
0000000111101110,13,82,13,82,13,82,6,107,6,107,6,107,106
0000000111101111,25,152,25,152,25,152,17,166,17,166,17,166,148
0000000111110000,533,83,533,83,533,83,24,130,24,130,24,130,134
0000000111110001,13,125,13,125,13,125,1,134,1,134,1,134,142
0000000111110010,28,153,28,153,28,153,14,152,14,152,14,152,115
0000000111110011,156,248,156,248,156,248,8,245,8,245,8,245,254
0000000111110100,28,67,28,67,28,67,19,111,19,111,19,111,186
0000000111110101,26,277,26,277,26,277,14,135,14,135,14,135,238
0000000111110110,12,180,12,180,12,180,10,166,10,166,10,166,184
0000000111110111,17,162,17,162,17,162,8,218,8,218,8,218,217
0000000111111000,11,44,11,44,11,44,2,66,2,66,2,66,151
0000000111111001,13,55,13,55,13,55,2,82,2,82,2,82,82
0000000111111010,18,114,18,114,18,114,20,101,20,101,20,101,116
0000000111111011,12,177,12,177,12,177,7,232,7,232,7,232,132
0000000111111100,28,88,28,88,28,88,14,88,14,88,14,88,239
0000000111111101,16,67,16,67,16,67,11,92,11,92,11,92,132
0000000111111110,29,221,29,221,29,221,10,155,10,155,10,155,115
0000000111111111,46,249,46,249,46,249,11,206,11,206,11,206,149
0000001000000000,0,149,0,149,0,149,5,287,5,287,5,287,259
0000001000000001,1,163,1,163,1,163,0,276,0,276,0,276,179
0000001000000010,4,283,4,283,4,283,1,292,1,292,1,292,122
0000001000000011,2,281,2,281,2,281,2,475,2,475,2,475,135
0000001000000100,2,315,2,315,2,315,3,227,3,227,3,227,240
0000001000000101,3,211,3,211,3,211,4,292,4,292,4,292,111
0000001000000110,5,352,5,352,5,352,0,335,0,335,0,335,140
0000001000000111,1,375,1,375,1,375,1,458,1,458,1,458,188
0000001000001000,2,128,2,128,2,128,3,166,3,166,3,166,107
0000001000001001,4,127,4,127,4,127,1,263,1,263,1,263,139
0000001000001010,7,261,7,261,7,261,2,314,2,314,2,314,135
0000001000001011,1,209,1,209,1,209,3,351,3,351,3,351,107
0000001000001100,3,222,3,222,3,222,2,244,2,244,2,244,129
0000001000001101,0,188,0,188,0,188,2,216,2,216,2,216,143
0000001000001110,1,352,1,352,1,352,3,361,3,361,3,361,152
0000001000001111,1,301,1,301,1,301,4,494,4,494,4,494,171
0000001000010000,1,388,1,388,1,388,0,296,0,296,0,296,159
0000001000010001,1,305,1,305,1,305,3,331,3,331,3,331,143
0000001000010010,2,247,2,247,2,247,4,294,4,294,4,294,92
0000001000010011,19,383,19,383,19,383,5,483,5,483,5,483,132
0000001000010100,0,203,0,203,0,203,0,308,0,308,0,308,115
0000001000010101,1,368,1,368,1,368,0,348,0,348,0,348,187
0000001000010110,2,419,2,419,2,419,4,340,4,340,4,340,261
0000001000010111,1,276,1,276,1,276,2,345,2,345,2,345,141
0000001000011000,3,271,3,271,3,271,1,262,1,262,1,262,132
0000001000011001,0,203,0,203,0,203,1,289,1,289,1,289,89
0000001000011010,1,394,1,394,1,394,1,279,1,279,1,279,113
0000001000011011,2,278,2,278,2,278,0,407,0,407,0,407,123
0000001000011100,4,190,4,190,4,190,2,269,2,269,2,269,128
0000001000011101,0,131,0,131,0,131,1,263,1,263,1,263,125
0000001000011110,1,226,1,226,1,226,3,377,3,377,3,377,174
0000001000011111,3,333,3,333,3,333,5,319,5,319,5,319,121
0000001000100000,1,247,1,247,1,247,0,245,0,245,0,245,190
0000001000100001,2,239,2,239,2,239,1,214,1,214,1,214,170
0000001000100010,1,185,1,185,1,185,2,298,2,298,2,298,146
0000001000100011,0,346,0,346,0,346,2,326,2,326,2,326,152
0000001000100100,0,187,0,187,0,187,0,194,0,194,0,194,142
0000001000100101,0,160,0,160,0,160,0,249,0,249,0,249,172
0000001000100110,0,146,0,146,0,146,2,262,2,262,2,262,138
0000001000100111,2,206,2,206,2,206,0,378,0,378,0,378,134
0000001000101000,2,134,2,134,2,134,0,167,0,167,0,167,82
0000001000101001,0,136,0,136,0,136,1,210,1,210,1,210,101
0000001000101010,1,94,1,94,1,94,2,188,2,188,2,188,161
0000001000101011,0,386,0,386,0,386,1,331,1,331,1,331,90
0000001000101100,1,156,1,156,1,156,2,183,2,183,2,183,137
0000001000101101,0,109,0,109,0,109,1,158,1,158,1,158,114
0000001000101110,1,160,1,160,1,160,0,238,0,238,0,238,114
0000001000101111,1,200,1,200,1,200,0,312,0,312,0,312,194
0000001000110000,1,254,1,254,1,254,2,266,2,266,2,266,120
0000001000110001,2,273,2,273,2,273,1,291,1,291,1,291,140
0000001000110010,1,291,1,291,1,291,4,334,4,334,4,334,116
0000001000110011,5,394,5,394,5,394,0,364,0,364,0,364,117
0000001000110100,1,267,1,267,1,267,1,262,1,262,1,262,112
0000001000110101,1,443,1,443,1,443,0,298,0,298,0,298,159
0000001000110110,0,177,0,177,0,177,3,278,3,278,3,278,109
0000001000110111,2,427,2,427,2,427,0,360,0,360,0,360,117
0000001000111000,0,199,0,199,0,199,4,211,4,211,4,211,83
0000001000111001,2,169,2,169,2,169,3,235,3,235,3,235,110
0000001000111010,0,171,0,171,0,171,3,261,3,261,3,261,120
0000001000111011,1,205,1,205,1,205,1,280,1,280,1,280,120
0000001000111100,2,109,2,109,2,109,2,228,2,228,2,228,120
0000001000111101,2,291,2,291,2,291,5,274,5,274,5,274,100
0000001000111110,2,192,2,192,2,192,1,298,1,298,1,298,115
0000001000111111,2,247,2,247,2,247,1,325,1,325,1,325,120
0000001001000000,6,77,6,77,6,77,2,111,2,111,2,111,310
0000001001000001,4,211,4,211,4,211,2,109,2,109,2,109,156
0000001001000010,1,191,1,191,1,191,1,196,1,196,1,196,194
0000001001000011,3,240,3,240,3,240,2,375,2,375,2,375,139
0000001001000100,1,76,1,76,1,76,3,95,3,95,3,95,246
0000001001000101,4,158,4,158,4,158,3,136,3,136,3,136,156
0000001001000110,4,153,4,153,4,153,1,204,1,204,1,204,255
0000001001000111,2,258,2,258,2,258,4,294,4,294,4,294,170
0000001001001000,2,36,2,36,2,36,0,55,0,55,0,55,192
0000001001001001,5,72,5,72,5,72,8,98,8,98,8,98,102
0000001001001010,2,238,2,238,2,238,3,160,3,160,3,160,241
0000001001001011,1,173,1,173,1,173,0,234,0,234,0,234,208
0000001001001100,0,61,0,61,0,61,1,86,1,86,1,86,169
0000001001001101,2,94,2,94,2,94,5,96,5,96,5,96,145
0000001001001110,1,188,1,188,1,188,1,162,1,162,1,162,118
0000001001001111,3,208,3,208,3,208,4,267,4,267,4,267,261
0000001001010000,1,170,1,170,1,170,1,236,1,236,1,236,179
0000001001010001,1,242,1,242,1,242,5,281,5,281,5,281,220
0000001001010010,4,188,4,188,4,188,1,305,1,305,1,305,196
0000001001010011,48,383,48,383,48,383,0,449,0,449,0,449,230
0000001001010100,2,270,2,270,2,270,0,218,0,218,0,218,134
0000001001010101,3,270,3,270,3,270,1,318,1,318,1,318,328
0000001001010110,1,162,1,162,1,162,6,341,6,341,6,341,180
0000001001010111,2,423,2,423,2,423,0,402,0,402,0,402,191
0000001001011000,2,155,2,155,2,155,0,186,0,186,0,186,102
0000001001011001,0,285,0,285,0,285,1,233,1,233,1,233,110
0000001001011010,2,178,2,178,2,178,1,269,1,269,1,269,127
0000001001011011,3,249,3,249,3,249,1,365,1,365,1,365,196
0000001001011100,3,178,3,178,3,178,0,180,0,180,0,180,115
0000001001011101,1,206,1,206,1,206,3,200,3,200,3,200,117
0000001001011110,3,429,3,429,3,429,2,287,2,287,2,287,200
0000001001011111,1,236,1,236,1,236,1,350,1,350,1,350,195
0000001001100000,2,97,2,97,2,97,0,82,0,82,0,82,167
0000001001100001,1,36,1,36,1,36,1,78,1,78,1,78,144
0000001001100010,0,131,0,131,0,131,3,191,3,191,3,191,128
0000001001100011,0,287,0,287,0,287,1,312,1,312,1,312,161
0000001001100100,0,53,0,53,0,53,3,83,3,83,3,83,123
0000001001100101,0,136,0,136,0,136,4,109,4,109,4,109,175
0000001001100110,0,76,0,76,0,76,3,141,3,141,3,141,108
0000001001100111,0,222,0,222,0,222,1,301,1,301,1,301,224
0000001001101000,1,64,1,64,1,64,1,43,1,43,1,43,162
0000001001101001,0,67,0,67,0,67,0,49,0,49,0,49,131
0000001001101010,0,98,0,98,0,98,1,116,1,116,1,116,156
0000001001101011,1,138,1,138,1,138,0,205,0,205,0,205,105
0000001001101100,1,61,1,61,1,61,5,68,5,68,5,68,166
0000001001101101,0,46,0,46,0,46,1,75,1,75,1,75,174
0000001001101110,2,120,2,120,2,120,4,124,4,124,4,124,300
0000001001101111,0,213,0,213,0,213,1,199,1,199,1,199,239
0000001001110000,0,105,0,105,0,105,2,139,2,139,2,139,126
0000001001110001,0,122,0,122,0,122,2,196,2,196,2,196,125
0000001001110010,1,232,1,232,1,232,1,273,1,273,1,273,269
0000001001110011,0,264,0,264,0,264,0,329,0,329,0,329,160
0000001001110100,1,217,1,217,1,217,1,197,1,197,1,197,127
0000001001110101,1,144,1,144,1,144,1,210,1,210,1,210,186
0000001001110110,3,235,3,235,3,235,1,277,1,277,1,277,212
0000001001110111,0,285,0,285,0,285,0,387,0,387,0,387,116
0000001001111000,1,101,1,101,1,101,1,116,1,116,1,116,100
0000001001111001,1,191,1,191,1,191,3,162,3,162,3,162,116
0000001001111010,0,145,0,145,0,145,3,219,3,219,3,219,108
0000001001111011,0,149,0,149,0,149,0,284,0,284,0,284,108
0000001001111100,0,145,0,145,0,145,0,135,0,135,0,135,128
0000001001111101,0,137,0,137,0,137,0,181,0,181,0,181,193
0000001001111110,1,147,1,147,1,147,1,225,1,225,1,225,111
0000001001111111,0,294,0,294,0,294,0,309,0,309,0,309,154
0000001010000000,3,446,3,446,3,446,7,351,7,351,7,351,234
0000001010000001,0,365,0,365,0,365,3,305,3,305,3,305,112
0000001010000010,1,273,1,273,1,273,2,365,2,365,2,365,140
0000001010000011,6,543,6,543,6,543,5,564,5,564,5,564,201
0000001010000100,0,238,0,238,0,238,2,394,2,394,2,394,111
0000001010000101,0,223,0,223,0,223,2,375,2,375,2,375,154
0000001010000110,1,349,1,349,1,349,4,321,4,321,4,321,264
0000001010000111,5,406,5,406,5,406,1,533,1,533,1,533,212
0000001010001000,1,244,1,244,1,244,0,244,0,244,0,244,124
0000001010001001,2,252,2,252,2,252,0,306,0,306,0,306,185
0000001010001010,3,247,3,247,3,247,1,359,1,359,1,359,145
0000001010001011,6,377,6,377,6,377,6,439,6,439,6,439,119
0000001010001100,3,325,3,325,3,325,0,345,0,345,0,345,149
0000001010001101,0,340,0,340,0,340,1,285,1,285,1,285,83
0000001010001110,6,364,6,364,6,364,2,368,2,368,2,368,118
0000001010001111,3,554,3,554,3,554,2,417,2,417,2,417,118
0000001010010000,1,287,1,287,1,287,2,400,2,400,2,400,120
0000001010010001,3,271,3,271,3,271,1,367,1,367,1,367,92
0000001010010010,5,303,5,303,5,303,5,328,5,328,5,328,132
0000001010010011,5,286,5,286,5,286,2,476,2,476,2,476,127
0000001010010100,6,235,6,235,6,235,0,366,0,366,0,366,97
0000001010010101,2,463,2,463,2,463,3,431,3,431,3,431,168
0000001010010110,38,400,38,400,38,400,21,323,21,323,21,323,122
0000001010010111,4,411,4,411,4,411,2,406,2,406,2,406,186
0000001010011000,6,303,6,303,6,303,4,245,4,245,4,245,102
0000001010011001,4,268,4,268,4,268,1,315,1,315,1,315,110
0000001010011010,4,317,4,317,4,317,2,308,2,308,2,308,99
0000001010011011,0,373,0,373,0,373,2,384,2,384,2,384,188
0000001010011100,4,197,4,197,4,197,1,348,1,348,1,348,153
0000001010011101,1,287,1,287,1,287,1,328,1,328,1,328,124
0000001010011110,2,390,2,390,2,390,2,355,2,355,2,355,135
0000001010011111,4,312,4,312,4,312,6,411,6,411,6,411,115
0000001010100000,1,297,1,297,1,297,1,334,1,334,1,334,229
0000001010100001,0,300,0,300,0,300,0,298,0,298,0,298,145
0000001010100010,5,250,5,250,5,250,1,258,1,258,1,258,133
0000001010100011,3,324,3,324,3,324,1,476,1,476,1,476,113
0000001010100100,1,314,1,314,1,314,0,251,0,251,0,251,120
0000001010100101,5,303,5,303,5,303,0,374,0,374,0,374,86
0000001010100110,2,244,2,244,2,244,2,286,2,286,2,286,137
0000001010100111,12,243,12,243,12,243,1,397,1,397,1,397,198
0000001010101000,3,392,3,392,3,392,1,231,1,231,1,231,74
0000001010101001,1,284,1,284,1,284,1,258,1,258,1,258,129
0000001010101010,4,191,4,191,4,191,1,253,1,253,1,253,127
0000001010101011,0,306,0,306,0,306,0,372,0,372,0,372,149
0000001010101100,2,299,2,299,2,299,3,258,3,258,3,258,152
0000001010101101,0,253,0,253,0,253,1,274,1,274,1,274,93
0000001010101110,3,350,3,350,3,350,2,296,2,296,2,296,172
0000001010101111,3,329,3,329,3,329,4,324,4,324,4,324,110
0000001010110000,2,265,2,265,2,265,1,363,1,363,1,363,103
0000001010110001,8,298,8,298,8,298,2,369,2,369,2,369,159
0000001010110010,3,330,3,330,3,330,2,286,2,286,2,286,89
0000001010110011,0,370,0,370,0,370,0,471,0,471,0,471,140
0000001010110100,4,240,4,240,4,240,2,329,2,329,2,329,175
0000001010110101,2,324,2,324,2,324,2,441,2,441,2,441,166
0000001010110110,1,352,1,352,1,352,4,360,4,360,4,360,100
0000001010110111,3,274,3,274,3,274,0,449,0,449,0,449,151
0000001010111000,2,197,2,197,2,197,0,278,0,278,0,278,97
0000001010111001,3,175,3,175,3,175,3,354,3,354,3,354,74
0000001010111010,1,267,1,267,1,267,0,295,0,295,0,295,141
0000001010111011,0,215,0,215,0,215,1,380,1,380,1,380,113
0000001010111100,1,331,1,331,1,331,1,282,1,282,1,282,161
0000001010111101,0,157,0,157,0,157,1,298,1,298,1,298,72
0000001010111110,0,309,0,309,0,309,1,300,1,300,1,300,144
0000001010111111,0,239,0,239,0,239,1,427,1,427,1,427,100
0000001011000000,1,215,1,215,1,215,0,221,0,221,0,221,223
0000001011000001,1,254,1,254,1,254,2,263,2,263,2,263,181
0000001011000010,6,419,6,419,6,419,7,260,7,260,7,260,253
0000001011000011,0,301,0,301,0,301,3,407,3,407,3,407,200
0000001011000100,2,335,2,335,2,335,2,224,2,224,2,224,229
0000001011000101,5,205,5,205,5,205,1,270,1,270,1,270,158
0000001011000110,3,350,3,350,3,350,6,310,6,310,6,310,226
0000001011000111,2,290,2,290,2,290,3,442,3,442,3,442,231
0000001011001000,3,140,3,140,3,140,2,149,2,149,2,149,108
0000001011001001,2,197,2,197,2,197,4,250,4,250,4,250,166
0000001011001010,1,194,1,194,1,194,4,207,4,207,4,207,229
0000001011001011,2,245,2,245,2,245,3,337,3,337,3,337,179
0000001011001100,0,210,0,210,0,210,3,179,3,179,3,179,221
0000001011001101,2,198,2,198,2,198,1,226,1,226,1,226,189
0000001011001110,3,211,3,211,3,211,4,278,4,278,4,278,254
0000001011001111,0,407,0,407,0,407,2,405,2,405,2,405,206
0000001011010000,1,229,1,229,1,229,4,355,4,355,4,355,174
0000001011010001,0,275,0,275,0,275,1,380,1,380,1,380,129
0000001011010010,1,280,1,280,1,280,4,298,4,298,4,298,112
0000001011010011,1,414,1,414,1,414,2,475,2,475,2,475,139
0000001011010100,1,193,1,193,1,193,2,311,2,311,2,311,119
0000001011010101,1,327,1,327,1,327,1,361,1,361,1,361,112
0000001011010110,0,290,0,290,0,290,3,370,3,370,3,370,119
0000001011010111,1,409,1,409,1,409,1,460,1,460,1,460,153
0000001011011000,0,223,0,223,0,223,3,219,3,219,3,219,93
0000001011011001,0,182,0,182,0,182,0,341,0,341,0,341,100
0000001011011010,1,264,1,264,1,264,2,261,2,261,2,261,109
0000001011011011,1,245,1,245,1,245,0,359,0,359,0,359,129
0000001011011100,3,288,3,288,3,288,1,275,1,275,1,275,121
0000001011011101,1,398,1,398,1,398,0,311,0,311,0,311,129
0000001011011110,2,210,2,210,2,210,3,296,3,296,3,296,132
0000001011011111,3,269,3,269,3,269,1,369,1,369,1,369,129
0000001011100000,0,131,0,131,0,131,2,174,2,174,2,174,122
0000001011100001,0,223,0,223,0,223,0,189,0,189,0,189,166
0000001011100010,0,303,0,303,0,303,0,254,0,254,0,254,207
0000001011100011,0,298,0,298,0,298,1,393,1,393,1,393,163
0000001011100100,0,164,0,164,0,164,0,193,0,193,0,193,143
0000001011100101,1,348,1,348,1,348,3,236,3,236,3,236,172
0000001011100110,1,434,1,434,1,434,2,285,2,285,2,285,298
0000001011100111,0,271,0,271,0,271,0,343,0,343,0,343,160
0000001011101000,0,178,0,178,0,178,2,118,2,118,2,118,233
0000001011101001,1,168,1,168,1,168,0,178,0,178,0,178,123
0000001011101010,0,202,0,202,0,202,2,175,2,175,2,175,163
0000001011101011,1,266,1,266,1,266,1,352,1,352,1,352,140
0000001011101100,0,83,0,83,0,83,1,129,1,129,1,129,169
0000001011101101,2,128,2,128,2,128,1,162,1,162,1,162,108
0000001011101110,1,149,1,149,1,149,2,272,2,272,2,272,144
0000001011101111,0,253,0,253,0,253,1,326,1,326,1,326,204
0000001011110000,0,199,0,199,0,199,0,287,0,287,0,287,186
0000001011110001,0,211,0,211,0,211,1,232,1,232,1,232,140
0000001011110010,2,404,2,404,2,404,1,323,1,323,1,323,186
0000001011110011,0,534,0,534,0,534,0,385,0,385,0,385,187
0000001011110100,0,287,0,287,0,287,1,242,1,242,1,242,129
0000001011110101,2,251,2,251,2,251,0,326,0,326,0,326,146
0000001011110110,1,364,1,364,1,364,2,319,2,319,2,319,219
0000001011110111,0,263,0,263,0,263,2,387,2,387,2,387,225
0000001011111000,2,122,2,122,2,122,3,214,3,214,3,214,81
0000001011111001,0,143,0,143,0,143,1,220,1,220,1,220,104
0000001011111010,0,193,0,193,0,193,0,288,0,288,0,288,126
0000001011111011,0,176,0,176,0,176,1,366,1,366,1,366,169
0000001011111100,0,218,0,218,0,218,0,254,0,254,0,254,117
0000001011111101,0,206,0,206,0,206,0,253,0,253,0,253,181
0000001011111110,3,244,3,244,3,244,0,282,0,282,0,282,170
0000001011111111,2,329,2,329,2,329,1,408,1,408,1,408,149
0000001100000000,2,242,2,242,2,242,2,296,2,296,2,296,192
0000001100000001,4,215,4,215,4,215,4,322,4,322,4,322,152
0000001100000010,6,448,6,448,6,448,8,307,8,307,8,307,184
0000001100000011,1,465,1,465,1,465,1,575,1,575,1,575,240
0000001100000100,1,362,1,362,1,362,2,274,2,274,2,274,221
0000001100000101,1,357,1,357,1,357,2,343,2,343,2,343,219
0000001100000110,4,437,4,437,4,437,2,360,2,360,2,360,280
0000001100000111,6,627,6,627,6,627,4,452,4,452,4,452,169
0000001100001000,1,118,1,118,1,118,0,249,0,249,0,249,178
0000001100001001,3,295,3,295,3,295,3,298,3,298,3,298,135
0000001100001010,3,234,3,234,3,234,4,297,4,297,4,297,238
0000001100001011,3,372,3,372,3,372,11,415,11,415,11,415,137
0000001100001100,1,212,1,212,1,212,4,267,4,267,4,267,163
0000001100001101,0,273,0,273,0,273,3,287,3,287,3,287,164
0000001100001110,0,236,0,236,0,236,2,317,2,317,2,317,229
0000001100001111,2,479,2,479,2,479,7,456,7,456,7,456,181
0000001100010000,1,502,1,502,1,502,2,415,2,415,2,415,231
0000001100010001,2,324,2,324,2,324,3,341,3,341,3,341,108
0000001100010010,4,287,4,287,4,287,1,304,1,304,1,304,150
0000001100010011,0,497,0,497,0,497,3,468,3,468,3,468,186
0000001100010100,1,281,1,281,1,281,0,340,0,340,0,340,171
0000001100010101,0,670,0,670,0,670,0,306,0,306,0,306,165
0000001100010110,2,222,2,222,2,222,6,317,6,317,6,317,105
0000001100010111,0,486,0,486,0,486,2,397,2,397,2,397,212
0000001100011000,1,197,1,197,1,197,3,263,3,263,3,263,123
